🚀 正在初始化系统...
🔍 正在加载 Contriever 检索器...
📚 正在加载文档库...
📂 正在加载文件: /home/featurize/work/embeddings_1m/passages_00
📚 文档库加载完成，共 1000000 篇文档。
✅ 系统初始化完成
📂 正在加载数据集: professional_law 从 /home/featurize/work/mmlu_subset/professional_law.csv
✅ professional_law 加载完成，共 400 道题目
📂 正在加载数据集: moral_scenarios 从 /home/featurize/work/mmlu_subset/moral_scenarios.csv
✅ moral_scenarios 加载完成，共 400 道题目
📂 正在加载数据集: psychology 从 /home/featurize/work/mmlu_subset/psychology.csv
✅ psychology 加载完成，共 400 道题目
📂 正在加载数据集: mathematics 从 /home/featurize/work/mmlu_subset/mathematics.csv
✅ mathematics 加载完成，共 400 道题目

==================== 正在评测数据集: professional_law ====================
✅ 选取了 400 道题目 (数据集共 400 道)
题号: professional_law_0, 正确: True, 检索: 3.6497s, Rerank: 0.1972s, 生成: 2.6721s, 首字: 6.5895s, Rerank占比(总): 2.99%, Rerank占比(检): 5.13%
题号: professional_law_143, 正确: False, 检索: 3.5904s, Rerank: 0.0898s, 生成: 2.6042s, 首字: 6.3546s, Rerank占比(总): 1.41%, Rerank占比(检): 2.44%
题号: professional_law_144, 正确: True, 检索: 3.5987s, Rerank: 0.0841s, 生成: 2.4272s, 首字: 6.1797s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: professional_law_145, 正确: True, 检索: 3.5236s, Rerank: 0.0837s, 生成: 2.4307s, 首字: 6.1065s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_146, 正确: False, 检索: 3.5278s, Rerank: 0.0843s, 生成: 2.4204s, 首字: 6.1044s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_147, 正确: False, 检索: 3.5636s, Rerank: 0.0896s, 生成: 2.5870s, 首字: 6.3103s, Rerank占比(总): 1.42%, Rerank占比(检): 2.45%
题号: professional_law_148, 正确: False, 检索: 3.5863s, Rerank: 0.0887s, 生成: 2.4735s, 首字: 6.2193s, Rerank占比(总): 1.43%, Rerank占比(检): 2.41%
题号: professional_law_149, 正确: False, 检索: 3.5367s, Rerank: 0.0845s, 生成: 2.4323s, 首字: 6.1239s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_150, 正确: False, 检索: 3.5223s, Rerank: 0.0849s, 生成: 2.4325s, 首字: 6.1095s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_151, 正确: False, 检索: 3.5320s, Rerank: 0.0846s, 生成: 2.4455s, 首字: 6.1328s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_152, 正确: True, 检索: 3.5237s, Rerank: 0.0844s, 生成: 2.4517s, 首字: 6.1301s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_153, 正确: False, 检索: 3.5375s, Rerank: 0.0853s, 生成: 2.4419s, 首字: 6.1347s, Rerank占比(总): 1.39%, Rerank占比(检): 2.36%
题号: professional_law_154, 正确: False, 检索: 3.5345s, Rerank: 0.0841s, 生成: 2.4634s, 首字: 6.1517s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_155, 正确: True, 检索: 3.5399s, Rerank: 0.0862s, 生成: 2.4796s, 首字: 6.1747s, Rerank占比(总): 1.40%, Rerank占比(检): 2.38%
题号: professional_law_156, 正确: False, 检索: 3.5357s, Rerank: 0.0861s, 生成: 2.4527s, 首字: 6.1467s, Rerank占比(总): 1.40%, Rerank占比(检): 2.38%
题号: professional_law_157, 正确: False, 检索: 3.5681s, Rerank: 0.0878s, 生成: 2.4524s, 首字: 6.1782s, Rerank占比(总): 1.42%, Rerank占比(检): 2.40%
题号: professional_law_158, 正确: False, 检索: 3.5497s, Rerank: 0.0852s, 生成: 2.4379s, 首字: 6.1421s, Rerank占比(总): 1.39%, Rerank占比(检): 2.34%
题号: professional_law_159, 正确: False, 检索: 3.5210s, Rerank: 0.0847s, 生成: 2.5850s, 首字: 6.2619s, Rerank占比(总): 1.35%, Rerank占比(检): 2.35%
题号: professional_law_160, 正确: True, 检索: 3.5922s, Rerank: 0.0844s, 生成: 2.4449s, 首字: 6.1902s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_161, 正确: False, 检索: 3.5582s, Rerank: 0.0847s, 生成: 2.4470s, 首字: 6.1594s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_162, 正确: False, 检索: 3.5510s, Rerank: 0.0850s, 生成: 2.4431s, 首字: 6.1484s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_163, 正确: False, 检索: 3.5613s, Rerank: 0.0848s, 生成: 2.4407s, 首字: 6.1558s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_164, 正确: False, 检索: 3.5502s, Rerank: 0.0861s, 生成: 2.5092s, 首字: 6.2150s, Rerank占比(总): 1.38%, Rerank占比(检): 2.37%
题号: professional_law_165, 正确: True, 检索: 3.5581s, Rerank: 0.0846s, 生成: 2.4325s, 首字: 6.1469s, Rerank占比(总): 1.38%, Rerank占比(检): 2.32%
题号: professional_law_166, 正确: False, 检索: 3.5434s, Rerank: 0.0850s, 生成: 2.4324s, 首字: 6.1302s, Rerank占比(总): 1.39%, Rerank占比(检): 2.34%
题号: professional_law_167, 正确: False, 检索: 3.5444s, Rerank: 0.0834s, 生成: 2.4327s, 首字: 6.1315s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_168, 正确: False, 检索: 3.5384s, Rerank: 0.0844s, 生成: 2.4382s, 首字: 6.1314s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_169, 正确: False, 检索: 3.6167s, Rerank: 0.0849s, 生成: 2.4419s, 首字: 6.2132s, Rerank占比(总): 1.37%, Rerank占比(检): 2.29%
题号: professional_law_170, 正确: False, 检索: 3.5220s, Rerank: 0.0833s, 生成: 2.4324s, 首字: 6.1069s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: professional_law_171, 正确: False, 检索: 3.5756s, Rerank: 0.0841s, 生成: 2.4196s, 首字: 6.1492s, Rerank占比(总): 1.37%, Rerank占比(检): 2.30%
题号: professional_law_172, 正确: False, 检索: 3.5197s, Rerank: 0.0842s, 生成: 2.4318s, 首字: 6.1079s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_173, 正确: False, 检索: 3.5244s, Rerank: 0.0844s, 生成: 2.4255s, 首字: 6.1032s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_174, 正确: True, 检索: 3.5271s, Rerank: 0.0839s, 生成: 2.4299s, 首字: 6.1094s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_175, 正确: False, 检索: 3.5476s, Rerank: 0.0886s, 生成: 2.5059s, 首字: 6.2126s, Rerank占比(总): 1.43%, Rerank占比(检): 2.44%
题号: professional_law_176, 正确: False, 检索: 3.5407s, Rerank: 0.0852s, 生成: 2.4307s, 首字: 6.1296s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_177, 正确: True, 检索: 3.5393s, Rerank: 0.0848s, 生成: 2.4332s, 首字: 6.1268s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_178, 正确: True, 检索: 3.5276s, Rerank: 0.0829s, 生成: 2.4360s, 首字: 6.1155s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_179, 正确: False, 检索: 3.5357s, Rerank: 0.0867s, 生成: 2.4463s, 首字: 6.1384s, Rerank占比(总): 1.41%, Rerank占比(检): 2.39%
题号: professional_law_180, 正确: False, 检索: 3.5690s, Rerank: 0.0839s, 生成: 2.4426s, 首字: 6.1662s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_181, 正确: False, 检索: 3.5704s, Rerank: 0.0839s, 生成: 2.4252s, 首字: 6.1494s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_182, 正确: True, 检索: 3.5451s, Rerank: 0.0885s, 生成: 2.4370s, 首字: 6.1412s, Rerank占比(总): 1.44%, Rerank占比(检): 2.43%
题号: professional_law_183, 正确: False, 检索: 3.5331s, Rerank: 0.0836s, 生成: 2.4278s, 首字: 6.1144s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_184, 正确: True, 检索: 3.5488s, Rerank: 0.0850s, 生成: 2.4609s, 首字: 6.1666s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_185, 正确: True, 检索: 3.5490s, Rerank: 0.0836s, 生成: 2.4477s, 首字: 6.1497s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_186, 正确: False, 检索: 3.5184s, Rerank: 0.0838s, 生成: 2.4272s, 首字: 6.0988s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: professional_law_187, 正确: False, 检索: 3.5149s, Rerank: 0.0840s, 生成: 2.4385s, 首字: 6.1068s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_188, 正确: False, 检索: 3.5148s, Rerank: 0.0840s, 生成: 2.4246s, 首字: 6.0935s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_189, 正确: False, 检索: 3.5155s, Rerank: 0.0840s, 生成: 2.4318s, 首字: 6.1018s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_190, 正确: True, 检索: 3.5179s, Rerank: 0.0836s, 生成: 2.4388s, 首字: 6.1112s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_191, 正确: True, 检索: 3.5081s, Rerank: 0.0841s, 生成: 2.4428s, 首字: 6.1047s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_192, 正确: False, 检索: 3.5211s, Rerank: 0.0844s, 生成: 2.4348s, 首字: 6.1098s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_193, 正确: False, 检索: 3.5317s, Rerank: 0.0849s, 生成: 2.4452s, 首字: 6.1318s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_194, 正确: False, 检索: 3.5201s, Rerank: 0.0840s, 生成: 2.4430s, 首字: 6.1184s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: professional_law_195, 正确: False, 检索: 3.5910s, Rerank: 0.0840s, 生成: 2.4678s, 首字: 6.2122s, Rerank占比(总): 1.35%, Rerank占比(检): 2.29%
题号: professional_law_196, 正确: True, 检索: 3.5777s, Rerank: 0.0845s, 生成: 2.4340s, 首字: 6.1661s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_197, 正确: False, 检索: 3.5318s, Rerank: 0.0835s, 生成: 2.4340s, 首字: 6.1184s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: professional_law_198, 正确: True, 检索: 3.5234s, Rerank: 0.0840s, 生成: 2.4316s, 首字: 6.1091s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: professional_law_199, 正确: False, 检索: 3.5328s, Rerank: 0.0839s, 生成: 2.4316s, 首字: 6.1176s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_200, 正确: False, 检索: 3.5259s, Rerank: 0.0838s, 生成: 2.4360s, 首字: 6.1156s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_201, 正确: False, 检索: 3.5567s, Rerank: 0.0838s, 生成: 2.4348s, 首字: 6.1441s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_202, 正确: False, 检索: 3.5304s, Rerank: 0.0850s, 生成: 2.4294s, 首字: 6.1139s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_203, 正确: False, 检索: 3.5183s, Rerank: 0.0839s, 生成: 2.4255s, 首字: 6.0975s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_204, 正确: True, 检索: 3.5162s, Rerank: 0.0846s, 生成: 2.4292s, 首字: 6.0998s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_205, 正确: False, 检索: 3.5260s, Rerank: 0.0835s, 生成: 2.4350s, 首字: 6.1134s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_206, 正确: False, 检索: 3.5278s, Rerank: 0.0852s, 生成: 2.4442s, 首字: 6.1274s, Rerank占比(总): 1.39%, Rerank占比(检): 2.36%
题号: professional_law_207, 正确: False, 检索: 3.5269s, Rerank: 0.0838s, 生成: 2.4394s, 首字: 6.1192s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_208, 正确: False, 检索: 3.5277s, Rerank: 0.0835s, 生成: 2.4316s, 首字: 6.1119s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_209, 正确: False, 检索: 3.5407s, Rerank: 0.0837s, 生成: 2.4293s, 首字: 6.1240s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_210, 正确: False, 检索: 3.5283s, Rerank: 0.0840s, 生成: 2.4368s, 首字: 6.1184s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_211, 正确: False, 检索: 3.5373s, Rerank: 0.0882s, 生成: 2.5221s, 首字: 6.2177s, Rerank占比(总): 1.42%, Rerank占比(检): 2.43%
题号: professional_law_212, 正确: False, 检索: 3.5868s, Rerank: 0.0896s, 生成: 2.4300s, 首字: 6.1769s, Rerank占比(总): 1.45%, Rerank占比(检): 2.44%
题号: professional_law_213, 正确: False, 检索: 3.5367s, Rerank: 0.0879s, 生成: 2.4475s, 首字: 6.1402s, Rerank占比(总): 1.43%, Rerank占比(检): 2.42%
题号: professional_law_214, 正确: False, 检索: 3.5346s, Rerank: 0.0841s, 生成: 2.4419s, 首字: 6.1306s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_215, 正确: True, 检索: 3.5298s, Rerank: 0.0867s, 生成: 2.4620s, 首字: 6.1490s, Rerank占比(总): 1.41%, Rerank占比(检): 2.40%
题号: professional_law_216, 正确: False, 检索: 3.5444s, Rerank: 0.0846s, 生成: 2.4510s, 首字: 6.1494s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_217, 正确: True, 检索: 3.5418s, Rerank: 0.0843s, 生成: 2.4358s, 首字: 6.1306s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_218, 正确: False, 检索: 3.5426s, Rerank: 0.0849s, 生成: 2.4794s, 首字: 6.1758s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_219, 正确: False, 检索: 3.5158s, Rerank: 0.0843s, 生成: 2.4272s, 首字: 6.0975s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_220, 正确: False, 检索: 3.5564s, Rerank: 0.0849s, 生成: 2.4244s, 首字: 6.1359s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_221, 正确: False, 检索: 3.5435s, Rerank: 0.0846s, 生成: 2.4441s, 首字: 6.1422s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_222, 正确: True, 检索: 3.5506s, Rerank: 0.0849s, 生成: 2.4473s, 首字: 6.1525s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_223, 正确: False, 检索: 3.5613s, Rerank: 0.0847s, 生成: 2.4361s, 首字: 6.1520s, Rerank占比(总): 1.38%, Rerank占比(检): 2.32%
题号: professional_law_224, 正确: False, 检索: 3.5313s, Rerank: 0.0854s, 生成: 2.4320s, 首字: 6.1205s, Rerank占比(总): 1.40%, Rerank占比(检): 2.36%
题号: professional_law_225, 正确: False, 检索: 3.5461s, Rerank: 0.0852s, 生成: 2.4816s, 首字: 6.1823s, Rerank占比(总): 1.38%, Rerank占比(检): 2.35%
题号: professional_law_226, 正确: False, 检索: 3.5395s, Rerank: 0.0845s, 生成: 2.4504s, 首字: 6.1436s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_227, 正确: False, 检索: 3.5592s, Rerank: 0.0927s, 生成: 2.4530s, 首字: 6.1750s, Rerank占比(总): 1.50%, Rerank占比(检): 2.54%
题号: professional_law_228, 正确: True, 检索: 3.5168s, Rerank: 0.0838s, 生成: 2.4420s, 首字: 6.1129s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: professional_law_229, 正确: False, 检索: 3.5103s, Rerank: 0.0836s, 生成: 2.4268s, 首字: 6.0902s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: professional_law_230, 正确: True, 检索: 3.5095s, Rerank: 0.0843s, 生成: 2.4323s, 首字: 6.0950s, Rerank占比(总): 1.38%, Rerank占比(检): 2.35%
题号: professional_law_231, 正确: True, 检索: 3.5716s, Rerank: 0.0864s, 生成: 2.5359s, 首字: 6.2652s, Rerank占比(总): 1.38%, Rerank占比(检): 2.36%
题号: professional_law_232, 正确: False, 检索: 3.5437s, Rerank: 0.0839s, 生成: 2.4423s, 首字: 6.1401s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_233, 正确: True, 检索: 3.5250s, Rerank: 0.0848s, 生成: 2.4421s, 首字: 6.1231s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_234, 正确: False, 检索: 3.5283s, Rerank: 0.0847s, 生成: 2.4426s, 首字: 6.1260s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_235, 正确: False, 检索: 3.5301s, Rerank: 0.0847s, 生成: 2.4515s, 首字: 6.1355s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_236, 正确: False, 检索: 3.5282s, Rerank: 0.0836s, 生成: 2.4421s, 首字: 6.1231s, Rerank占比(总): 1.36%, Rerank占比(检): 2.31%
题号: professional_law_237, 正确: False, 检索: 3.5221s, Rerank: 0.0848s, 生成: 2.4297s, 首字: 6.1063s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_238, 正确: True, 检索: 3.5462s, Rerank: 0.0845s, 生成: 2.4320s, 首字: 6.1331s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_239, 正确: False, 检索: 3.5335s, Rerank: 0.0850s, 生成: 2.4345s, 首字: 6.1225s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_240, 正确: False, 检索: 3.5275s, Rerank: 0.0848s, 生成: 2.4373s, 首字: 6.1205s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_241, 正确: False, 检索: 3.5263s, Rerank: 0.0838s, 生成: 2.4392s, 首字: 6.1184s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_242, 正确: False, 检索: 3.5205s, Rerank: 0.0844s, 生成: 2.4417s, 首字: 6.1154s, Rerank占比(总): 1.38%, Rerank占比(检): 2.34%
题号: professional_law_243, 正确: False, 检索: 3.5369s, Rerank: 0.0855s, 生成: 2.4375s, 首字: 6.1316s, Rerank占比(总): 1.40%, Rerank占比(检): 2.36%
题号: professional_law_244, 正确: True, 检索: 3.5252s, Rerank: 0.0840s, 生成: 2.4693s, 首字: 6.1480s, Rerank占比(总): 1.37%, Rerank占比(检): 2.33%
题号: professional_law_245, 正确: False, 检索: 3.5142s, Rerank: 0.0865s, 生成: 2.4488s, 首字: 6.1195s, Rerank占比(总): 1.41%, Rerank占比(检): 2.40%
题号: professional_law_246, 正确: False, 检索: 3.5593s, Rerank: 0.0848s, 生成: 2.4252s, 首字: 6.1385s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_247, 正确: False, 检索: 3.5368s, Rerank: 0.0857s, 生成: 2.4283s, 首字: 6.1220s, Rerank占比(总): 1.40%, Rerank占比(检): 2.37%
题号: professional_law_248, 正确: False, 检索: 3.5478s, Rerank: 0.0835s, 生成: 2.4468s, 首字: 6.1477s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_249, 正确: False, 检索: 3.5290s, Rerank: 0.0851s, 生成: 2.4465s, 首字: 6.1304s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_250, 正确: False, 检索: 3.6000s, Rerank: 0.0847s, 生成: 2.4988s, 首字: 6.2537s, Rerank占比(总): 1.35%, Rerank占比(检): 2.30%
题号: professional_law_251, 正确: True, 检索: 3.5738s, Rerank: 0.0844s, 生成: 2.5191s, 首字: 6.2457s, Rerank占比(总): 1.35%, Rerank占比(检): 2.31%
题号: professional_law_252, 正确: False, 检索: 3.5305s, Rerank: 0.0840s, 生成: 2.4471s, 首字: 6.1309s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_253, 正确: True, 检索: 3.5539s, Rerank: 0.0849s, 生成: 2.4308s, 首字: 6.1399s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_254, 正确: False, 检索: 3.5480s, Rerank: 0.0844s, 生成: 2.4365s, 首字: 6.1392s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_255, 正确: False, 检索: 3.5491s, Rerank: 0.0846s, 生成: 2.5134s, 首字: 6.2172s, Rerank占比(总): 1.36%, Rerank占比(检): 2.33%
题号: professional_law_256, 正确: False, 检索: 3.5407s, Rerank: 0.0842s, 生成: 2.4474s, 首字: 6.1421s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_257, 正确: False, 检索: 3.5426s, Rerank: 0.0850s, 生成: 2.4417s, 首字: 6.1391s, Rerank占比(总): 1.39%, Rerank占比(检): 2.34%
题号: professional_law_258, 正确: False, 检索: 3.5698s, Rerank: 0.0844s, 生成: 2.4542s, 首字: 6.1773s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_259, 正确: False, 检索: 3.5608s, Rerank: 0.0855s, 生成: 2.4317s, 首字: 6.1482s, Rerank占比(总): 1.39%, Rerank占比(检): 2.35%
题号: professional_law_260, 正确: False, 检索: 3.5678s, Rerank: 0.0843s, 生成: 2.4246s, 首字: 6.1475s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_261, 正确: True, 检索: 3.5579s, Rerank: 0.0846s, 生成: 2.4751s, 首字: 6.1866s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_262, 正确: True, 检索: 3.5802s, Rerank: 0.0845s, 生成: 2.4313s, 首字: 6.1661s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_263, 正确: False, 检索: 3.5609s, Rerank: 0.0842s, 生成: 2.4330s, 首字: 6.1479s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_264, 正确: False, 检索: 3.5603s, Rerank: 0.0839s, 生成: 2.4329s, 首字: 6.1471s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_265, 正确: False, 检索: 3.5603s, Rerank: 0.0839s, 生成: 2.4340s, 首字: 6.1472s, Rerank占比(总): 1.37%, Rerank占比(检): 2.30%
题号: professional_law_266, 正确: False, 检索: 3.5431s, Rerank: 0.0845s, 生成: 2.4263s, 首字: 6.1241s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_267, 正确: False, 检索: 3.5566s, Rerank: 0.0845s, 生成: 2.4566s, 首字: 6.1678s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_268, 正确: False, 检索: 3.5577s, Rerank: 0.0844s, 生成: 2.4536s, 首字: 6.1654s, Rerank占比(总): 1.37%, Rerank占比(检): 2.32%
题号: professional_law_269, 正确: False, 检索: 3.5553s, Rerank: 0.0880s, 生成: 2.4400s, 首字: 6.1522s, Rerank占比(总): 1.43%, Rerank占比(检): 2.42%
题号: professional_law_270, 正确: False, 检索: 3.5622s, Rerank: 0.0842s, 生成: 2.4369s, 首字: 6.1525s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: professional_law_271, 正确: False, 检索: 3.5327s, Rerank: 0.0830s, 生成: 2.4280s, 首字: 6.1149s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: professional_law_272, 正确: False, 检索: 3.5418s, Rerank: 0.0845s, 生成: 2.4232s, 首字: 6.1194s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_273, 正确: False, 检索: 3.5387s, Rerank: 0.0844s, 生成: 2.4210s, 首字: 6.1146s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: professional_law_274, 正确: False, 检索: 3.5417s, Rerank: 0.0855s, 生成: 2.4328s, 首字: 6.1308s, Rerank占比(总): 1.39%, Rerank占比(检): 2.36%
题号: professional_law_275, 正确: True, 检索: 3.5528s, Rerank: 0.0849s, 生成: 2.4250s, 首字: 6.1320s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
